"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.474779375E0,-9.149540327E-2,1.274741983E-1,1.537448173E0,1.545434555E0
2.484806375E0,-9.689106770E-2,-7.692670003E-2,1.760675570E0,1.765016731E0
2.494833375E0,-1.638242915E-1,-2.106795654E-1,2.080764434E0,2.097809550E0
2.504859375E0,-1.510793348E-1,-2.280681615E-1,2.345072615E0,2.360975566E0
2.514886375E0,-2.100225576E-1,-3.142328409E-1,2.867042447E0,2.891847877E0
2.524913375E0,-3.346263577E-1,-3.438348453E-1,3.162340286E0,3.198529863E0
2.534939375E0,-4.754297957E-1,-3.887717939E-1,3.278442600E0,3.335470413E0
2.544966375E0,-6.712678852E-1,-3.407475520E-1,3.223943626E0,3.310667904E0
2.554992375E0,-9.638874802E-1,3.306790486E-2,2.943776627E0,3.097740046E0
2.565019375E0,-1.296024532E0,5.356751204E-1,2.424606442E0,2.800954092E0
2.575046375E0,-1.509263570E0,9.684173182E-1,1.772527292E0,2.521420557E0
2.585072375E0,-1.492798249E0,1.278793080E0,1.155526757E0,2.280131672E0
2.595099375E0,-1.235838264E0,1.207835437E0,5.669542158E-1,1.818680769E0
2.605125375E0,-7.511859477E-1,6.517471750E-1,4.365238845E-2,9.954698585E-1
2.615152375E0,-1.457381225E-1,-6.228421222E-2,-8.143417239E-2,1.781865536E-1
2.625179375E0,5.580837703E-1,-9.048718250E-1,-8.696505368E-2,1.066683381E0
2.635205375E0,1.173194704E0,-1.667029488E0,-2.587626815E-2,2.038637464E0
2.645232375E0,1.707157321E0,-2.109205291E0,-2.457000017E-2,2.713620601E0
2.655258375E0,1.821071168E0,-2.337028016E0,-3.284907281E-2,2.962951098E0
2.665285375E0,1.459238593E0,-2.449956754E0,2.171012700E-2,2.851690147E0
2.675312375E0,9.767148826E-1,-2.449355075E0,-8.481971025E-3,2.636927035E0
2.685338375E0,5.779238116E-1,-2.362623033E0,-2.219696617E-1,2.442386959E0
2.695365375E0,3.550076319E-1,-1.932425982E0,-5.642919785E-1,2.044193247E0
2.705391375E0,1.963907976E-1,-1.329697770E0,-9.860609990E-1,1.667027834E0
2.715418375E0,2.037607744E-1,-1.092161212E0,-1.575461506E0,1.927800177E0
2.725445375E0,2.968578762E-1,-8.514181875E-1,-2.000340661E0,2.194174170E0
2.735471375E0,4.807499579E-1,-4.536123357E-1,-2.592203431E0,2.675145472E0
2.745498375E0,7.060523864E-1,-1.279230634E-1,-3.000805106E0,3.085402011E0
2.755524375E0,8.402122910E-1,1.197709850E-1,-3.242500935E0,3.351732999E0
2.765551375E0,8.916589449E-1,2.653785319E-1,-3.419468086E0,3.543761198E0
2.775577375E0,8.687246302E-1,3.010556288E-1,-3.453863162E0,3.574141536E0
2.785604375E0,7.336991914E-1,3.770147974E-1,-3.228821374E0,3.332527888E0
2.795631375E0,6.486097784E-1,4.129828481E-1,-2.955264067E0,3.053659310E0
